Region,RegionName,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
Msa,Scranton,PA,,,9/30/2022,17.7
Msa,Searcy,AR,,,9/30/2022,19.4
Msa,Seattle,WA,,,9/30/2022,13.5
Msa,Sebring,FL,,,9/30/2022,22.5
Msa,Sedalia,MO,,,9/30/2022,17.9
Msa,Selinsgrove,PA,,,9/30/2022,13.2
Msa,Selma,AL,,,9/30/2022,11.6
Msa,Seneca Falls,NY,,,9/30/2022,12.2
Msa,Seneca,SC,,,9/30/2022,16.7
Msa,Sevierville,TN,,,9/30/2022,26.9
Msa,Sheboygan,WI,,,9/30/2022,13.1
Msa,Shelby,NC,,,9/30/2022,16.6
Msa,Shelbyville,TN,,,9/30/2022,17.6
Msa,Shelton,WA,,,9/30/2022,22.2
Msa,Sherman,TX,,,9/30/2022,17
Msa,Show Low,AZ,,,9/30/2022,22.5
Msa,Shreveport,LA,,,9/30/2022,8.1
Msa,Sierra Vista,AZ,,,9/30/2022,15
Msa,Silver City,NM,,,9/30/2022,12.5
Msa,Sioux City,IA,,,9/30/2022,11
Msa,Sioux Falls,SD,,,9/30/2022,13
Msa,Somerset,KY,,,9/30/2022,14.5
Msa,South Bend,IN,,,9/30/2022,15.1
Msa,Spartanburg,SC,,,9/30/2022,16.2
Msa,Spokane,WA,,,9/30/2022,20.3
Msa,Springfield,IL,,,9/30/2022,7.9
Msa,Springfield,MA,,,9/30/2022,13.5
Msa,Springfield,MO,,,9/30/2022,15
Msa,Springfield,OH,,,9/30/2022,16.5
Msa,St. Cloud,MN,,,9/30/2022,13.6
Msa,St. George,UT,,,9/30/2022,18.7
Msa,St. Joseph,MO,,,9/30/2022,12.3
Msa,St. Louis,MO,,,9/30/2022,12.6
Msa,St. Marys,GA,,,9/30/2022,17.6
Msa,Stamford,CT,,,9/30/2022,15.3
Msa,Starkville,MS,,,9/30/2022,8.5
Msa,State College,PA,,,9/30/2022,9.1
Msa,Statesboro,GA,,,9/30/2022,9.4
Msa,Steamboat Springs,CO,,,9/30/2022,25.9
Msa,Stillwater,OK,,,9/30/2022,9.3
Msa,Stockton,CA,,,9/30/2022,17.1
Msa,Sturgis,MI,,,9/30/2022,15.7
Msa,Summerville,GA,,,9/30/2022,15.3
Msa,Summit Park,UT,,,9/30/2022,25
Msa,Sumter,SC,,,9/30/2022,13.2
Msa,Sunbury,PA,,,9/30/2022,13.6
Msa,Sweetwater,TX,,,9/30/2022,12.6
Msa,Syracuse,NY,,,9/30/2022,10.5
Msa,Tahlequah,OK,,,9/30/2022,14
Msa,Tallahassee,FL,,,9/30/2022,13.7
Msa,Tampa,FL,,,9/30/2022,27.2
Msa,Taos,NM,,,9/30/2022,16.2
Msa,Terre Haute,IN,,,9/30/2022,12
Msa,The Villages,FL,,,9/30/2022,14.7
Msa,Toledo,OH,,,9/30/2022,13.1
Msa,Topeka,KS,,,9/30/2022,13.5
Msa,Torrington,CT,,,9/30/2022,19.7
Msa,Traverse City,MI,,,9/30/2022,19.2
Msa,Trenton,NJ,,,9/30/2022,13.5
Msa,Truckee,CA,,,9/30/2022,17.5
Msa,Tucson,AZ,,,9/30/2022,20.6
Msa,Tullahoma,TN,,,9/30/2022,19.9
Msa,Tulsa,OK,,,9/30/2022,14.1
Msa,Tupelo,MS,,,9/30/2022,10.7
Msa,Tuscaloosa,AL,,,9/30/2022,11.2
Msa,Twin Falls,ID,,,9/30/2022,25.8
Msa,Tyler,TX,,,9/30/2022,11.4
Msa,Ukiah,CA,,,9/30/2022,10.3
Msa,"Urban Honolulu, HI",HI,,,9/30/2022,15.8
Msa,Utica,NY,,,9/30/2022,15
Msa,Valdosta,GA,,,9/30/2022,14.3
Msa,Vallejo,CA,,,9/30/2022,12.6
Msa,Valley,AL,,,9/30/2022,13.8
Msa,Ventura,CA,,,9/30/2022,17.8
Msa,Vernal,UT,,,9/30/2022,8
Msa,Vero Beach,FL,,,9/30/2022,28.1
Msa,Vicksburg,MS,,,9/30/2022,9.5
Msa,Vineland,NJ,,,9/30/2022,20.3
Msa,Virginia Beach,VA,,,9/30/2022,12.5
Msa,Visalia,CA,,,9/30/2022,16.7
Msa,Waco,TX,,,9/30/2022,21.4
Msa,Walla Walla,WA,,,9/30/2022,15.1
Msa,Warner Robins,GA,,,9/30/2022,11.9
Msa,Warren,PA,,,9/30/2022,12.4
Msa,Warrensburg,MO,,,9/30/2022,13.5
Msa,Warsaw,IN,,,9/30/2022,12.6
Msa,"Washington, DC",DC,,,9/30/2022,11.3
Msa,Waterloo,IA,,,9/30/2022,9.6
Msa,Watertown,NY,,,9/30/2022,9.6
Msa,Watertown,WI,,,9/30/2022,13.7
Msa,Wausau,WI,,,9/30/2022,12
Msa,Weatherford,OK,,,9/30/2022,13.1
Msa,Weirton,OH,,,9/30/2022,12.8
Msa,Wenatchee,WA,,,9/30/2022,17.5
Msa,Wheeling,OH,,,9/30/2022,13.4
Msa,Whitewater,WI,,,9/30/2022,14.7
Msa,Wichita Falls,TX,,,9/30/2022,14.7
Msa,Wichita,KS,,,9/30/2022,14.4
Msa,Williamsport,PA,,,9/30/2022,9.8
Msa,Williston,ND,,,9/30/2022,8.7
Msa,Wilmington,NC,,,9/30/2022,16.1
Msa,Wilson,NC,,,9/30/2022,9.7
Msa,Winchester,VA,,,9/30/2022,13.8
Msa,Winona,MN,,,9/30/2022,10
Msa,Winston-Salem,NC,,,9/30/2022,22.1
Msa,Wisconsin Rapids-Marshfield,WI,,,9/30/2022,13.8
Msa,Woodward,OK,,,9/30/2022,11.6
Msa,Wooster,OH,,,9/30/2022,14.1
Msa,Worcester,MA,,,9/30/2022,15.7
Msa,Yakima,WA,,,9/30/2022,17.2
Msa,York,PA,,,9/30/2022,14.1
Msa,Youngstown,OH,,,9/30/2022,20.2
Msa,Yuba City,CA,,,9/30/2022,15.5
Msa,Yuma,AZ,,,9/30/2022,20.9
Msa,Zanesville,OH,,,9/30/2022,13.2
Msa,Zapata,TX,,,9/30/2022,12.1
