RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021
395012,48,"Raleigh, NC",Msa,NC,357933,359633,366633,376633,383267,383267,381267,377867,374233,367567,361967,357300,355467,356167,362833,373333,383300,386633,383600,378600,375233,373233,368900,363900,360567,363233,369600,373437,379137,384470,393967,399067,402700,402063,398630,395497,394830,399005,405139,413142,418967,422300,423967,426600,428361
394388,49,"Birmingham, AL",Msa,AL,206683,207217,215217,226800,236267,239600,239900,239900,238267,234633,231000,229300,229600,233233,239900,249900,258567,265233,270267,271633,272060,271727,271693,269632,266598,265870,267505,269172,273233,278100,281967,281733,276900,274330,272593,275218,276254,278224,278900,284158,287957,289691,285466,283368,281677
395053,50,"Salt Lake City, UT",Msa,UT,418757,423994,431498,437555,444805,448709,450156,447472,442318,434814,430030,427886,428207,432102,439392,451898,462617,469621,467834,462510,457293,455507,456386,459995,466998,478610,487539,485896,482302,485521,496530,502640,501175,498420,503030,515536,,,,,,,,,
395031,51,"Rochester, NY",Msa,NY,186526,193772,204135,216418,225512,229643,226056,218809,211562,206490,202106,202106,207505,219135,231853,245005,252071,254788,252506,247216,239027,228157,220222,213012,213664,223410,239820,257285,266343,271636,272394,272068,264821,256817,249897,257143,265344,278679,283800,284633,277433,265267,256233,246767,238233
394640,52,"Grand Rapids, MI",Msa,MI,251186,259184,270413,279931,286297,287897,286297,281690,276859,273948,275356,276955,278235,281146,287257,295287,300373,300661,298422,293623,290104,284313,281114,278235,281146,285945,293943,300629,305428,307060,308659,308691,308659,307795,310387,314678,319900,327600,333825,339212,343178,346953,349900,349900,349472
395167,53,"Tucson, AZ",Msa,AZ,261079,264446,269479,274997,279997,281330,281300,280900,282900,282900,281467,279633,279667,282333,288167,294667,298800,298133,296087,293287,293254,293467,293913,292247,292580,294933,298300,298933,300600,308933,319933,329967,328292,323325,319992,321667,327917,336250,349583,365000,376667,384833,384833,381500,375000
753924,54,"Urban Honolulu, HI",Msa,HI,663000,661333,654667,648333,651333,658180,663180,668513,671667,669833,664833,661500,668000,670333,672000,668333,669000,670000,670333,669000,661333,655000,649667,649269,644269,639603,631667,623333,611333,606333,609333,609667,601633,592300,591967,600000,,,,,,,,,
395169,55,"Tulsa, OK",Msa,OK,193817,194599,199136,204956,208555,208711,207616,206834,206803,206458,206458,206458,207100,209916,215893,223105,229676,232805,234339,233556,234361,235925,238272,239345,237781,237781,240910,247184,255006,264393,272513,277207,277207,277950,278309,277997,277413,277747,292383,304800,315133,305133,294967,286633,286028
394619,56,"Fresno, CA",Msa,CA,330288,327527,327493,330731,335537,337958,338128,336423,333867,331338,329293,326055,321767,320369,322074,330561,340821,351046,358733,360096,359398,354640,350035,347290,346782,349990,354820,357512,362659,368089,378008,383901,386386,385023,385261,384481,384994,383487,387333,398420,413420,423420,422833,418833,417133
395238,57,"Worcester, MA",Msa,MA,278576,281732,287813,297337,306921,313576,315200,314532,312939,309723,306890,302145,300267,302174,311694,324718,335834,343794,344431,341247,336184,333318,331726,329465,328542,330163,340670,351783,363886,371878,378278,381781,381462,382429,385348,391300,,,,,,,,,
394415,58,"Stamford, CT",Msa,CT,683863,719819,762538,786389,792085,788525,776065,759690,746874,746518,742958,739719,736479,740360,752855,766774,773930,764674,747052,722133,704689,699527,704867,708425,711629,722309,736194,743670,753282,771082,790305,796357,787778,777098,762858,753994,748001,780829,808300,824667,812967,799300,775967,732333,695667
394312,59,"Albuquerque, NM",Msa,NM,238817,240447,245042,251560,257785,261044,259382,254819,249279,247649,247649,249197,249230,252456,257426,263944,267887,271114,272711,273656,273363,273363,273069,271766,273395,279913,288061,292982,299825,312861,327540,335980,336627,336811,336372,337214,337916,339670,347043,353710,363330,366997,370297,369963,371630
394308,60,"Albany, NY",Msa,NY,236548,240188,244333,246116,247738,250080,253990,257414,257234,256405,256585,256585,255684,255828,259396,264441,268045,269883,272009,271684,268045,264441,263000,263036,261234,262135,267540,274748,282496,292550,303362,309127,,,,288662,,,,,,,,,
394938,61,"Omaha, NE",Msa,NE,279267,287163,295593,305783,311090,311124,307721,304336,301781,295500,289034,286511,289389,297887,311428,324293,331030,328039,324147,319086,312936,303286,295144,292393,294796,303676,312670,319441,323671,328227,332425,332554,328153,325173,322039,322005,321861,328301,336050,343333,343333,334667,322833,313167,306833
394908,62,"New Haven, CT",Msa,CT,284314,290979,301133,312996,321371,326954,327268,322731,317463,313659,310170,304971,300435,302145,309087,319206,324440,324476,319208,313973,308705,305215,303156,301447,299702,299702,304901,310135,320952,331106,345098,350297,348901,341923,335677,326954,320294,317981,323282,337949,349616,356267,349933,342967,336333
394357,63,"Bakersfield, CA",Msa,CA,249052,251971,257392,263318,266526,267809,267497,264577,259766,254953,251296,248121,246197,245074,247801,254537,260953,264642,265925,264962,262717,258194,255916,254890,256205,257838,262393,264318,265925,265925,269132,276831,284851,292854,294747,290256,284164,281359,287667,296633,308300,315467,321500,319833,319667
394753,64,"Knoxville, TN",Msa,TN,264183,263217,266633,276633,286600,291600,289933,283300,277308,272308,268942,267933,265600,266583,270217,279217,289900,296567,301600,301600,301300,296267,289600,283233,279600,282933,289600,296600,304967,316633,331633,342600,340967,332600,316633,306600,301633,304967,314967,338300,358267,367967,359300,352333,349000
394653,65,"Greenville, SC",Msa,SC,258589,260362,264854,270938,274899,277778,278065,277746,272924,268146,263686,261170,259609,260724,266045,274008,280698,281715,278211,271968,268627,267321,267289,265884,264323,267285,271777,274962,277797,283658,288527,290438,288495,289176,287341,284130,279463,279460,286330,303263,316600,332433,339133,346300,347467
394952,66,"Ventura, CA",Msa,CA,779167,780500,777500,785667,779300,772633,756300,746333,726650,709950,696583,689933,688300,691333,701000,712333,725667,739300,749633,761633,774667,784505,784172,780838,782667,795500,812500,809167,804667,808000,832667,858000,869667,873250,864750,864750,,,,,,,,,
394318,67,"Allentown, PA",Msa,PA,222433,222433,225467,232600,237600,240567,242267,240800,236467,231767,228267,226600,224041,225674,230674,238267,244633,248000,251300,251600,250767,247467,245467,242933,242200,244233,254233,261633,268267,270300,278300,284966,289300,289633,289333,289633,292933,303530,315227,323260,324663,321333,313333,308333,310000
