RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021
394658,139,"Gulfport, MS",Msa,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134149,134713,134904,135048,134813,134635,134374,133947,133369,132924,132640,132277,132262,132019,131767,131058,130684,130504,128514,126295,123925,123497,123216,122875,124174,125274,124201,121496,119006,118900,118825,118696,118501,116937,116617,116428,116574,115508,114357,114264,114120,114943,115761,116717,116768,117047,116628,116120,115677,115818,116044,116319,116771,117339,117752,118176,118481,118834,119108,119486,119883,120126,120227,120299,120486,120796,121177,121598,122018,122529,123026,123406,123664,123874,124208,124379,124778,125060,125778,126242,126823,127248,127837,128479,129125,129481,130114,130515,131325,131642,132099,132410,132774,133241,133738,134406,134809,135224,135618,136093,136388,136602,136599,136654,136909,137623,138711,139621,140366,140634,141069,141267,141751,142078,142630,143328,143963,144580,145198,145616,146287,146954,148311,149676,151066,152319,153319,154468,155689,157341,159126,161207,164064,167079,170190
395146,140,"Tallahassee, FL",Msa,FL,102415,102706,103076,103286,103406,103436,103828,104264,104667,105085,105482,105882,106220,106616,106978,107588,108187,108870,109520,110169,110765,111215,111610,112116,112660,113312,113953,114682,115382,116129,116865,117726,118541,119353,120098,120870,121741,122713,123683,124900,125965,127181,128222,129780,131427,133265,134580,135807,136731,137585,138734,140499,142097,143713,145477,147891,150050,151416,153054,154663,156481,157909,159431,161561,164088,166885,169498,172098,174906,177561,180178,181514,182560,183904,186232,188777,190736,192197,193506,194590,195349,195557,195071,194734,193981,193614,192950,193344,194447,195144,194742,193356,191838,190700,189166,188020,185813,184094,182257,180992,178786,176571,174416,172349,170311,168147,166745,165581,164663,163510,161958,160188,158254,156750,155279,154081,152943,152334,151699,151238,150991,151155,151345,150914,150679,150121,149361,148074,146573,145216,143644,141991,140773,139718,139025,137638,136329,135114,134528,134114,133692,132355,131147,130026,130084,130163,130631,130418,130304,129684,129691,129520,129545,130330,131165,131980,132265,132210,133106,133941,135428,135898,136510,136810,137252,137441,137846,138374,139235,140039,140550,140811,141007,141546,141906,142359,142659,143102,143640,144493,145215,145562,145378,145131,145204,145682,146267,146808,147133,147538,147940,148644,148968,149574,149521,150378,151330,152787,154007,154865,155505,156223,156947,157812,158595,159448,160512,161364,161934,162326,162655,163250,164168,165442,166419,167461,168030,169182,169891,170990,171691,172520,173249,174007,174679,175432,176613,177746,178385,178635,178261,178536,178760,179549,179635,179683,179769,180460,181092,181719,182546,183554,184597,185467,185951,186514,187134,187959,189320,190585,193214,195709,197816,198998,200251,202091,205734,209442,213373,216226,219473
395164,141,"Trenton, NJ",Msa,NJ,155411,155216,155366,156077,156839,157757,158544,160046,161537,163530,165078,166593,167323,168550,170273,172419,174132,175678,177234,179152,181081,182899,184587,186213,187887,189729,191501,193309,195056,197082,199444,202051,204613,207129,209469,211726,214344,216844,219411,221427,223722,226109,228897,231445,234058,236221,238151,239983,241905,244465,246682,248898,251987,254971,258137,260968,264747,268544,272189,274999,277959,280251,282733,284893,287896,291210,295340,299261,303002,306016,308216,310735,312843,315366,317826,320220,322636,324573,325890,325517,324828,324328,324161,323102,321934,321403,321684,321893,321213,320489,319071,317078,314489,311983,310224,308005,305966,304944,303472,301619,298360,295355,293199,291070,289333,286272,283387,281498,281174,279443,276130,272360,270036,268900,266799,264957,263331,262911,262744,262833,263055,264401,266112,268267,268250,267474,265603,264282,262227,259892,257261,254952,251895,249266,246458,244798,243106,241258,238933,236994,235586,234706,232518,230541,228942,227961,226655,225627,224917,224871,223937,223345,222284,221681,221284,221243,222022,223382,225508,227349,228612,229095,229415,229977,230365,231263,232257,233138,234174,234452,234616,233133,232851,233122,234636,234843,234312,233153,232775,232595,232906,233385,234617,236779,237216,237044,235787,235714,236081,236589,236837,236960,236659,237178,237039,236828,235754,235544,235526,235488,235374,235322,236413,236404,235251,233404,233798,236181,239477,240154,240114,238929,238868,238179,238258,239969,242817,245668,245917,246178,246489,247656,248788,248896,248773,249003,249731,249598,249606,249459,251876,253990,256672,257261,257068,255934,254526,254265,254634,256029,256206,257517,258642,260254,259157,259735,259651,261886,264326,268533,272161,275195,277085,279730,283102,287658,293619,299120,305294,310678,315408
394589,142,"Fayetteville, NC",Msa,NC,102193,102381,102414,102615,102820,103239,103626,103962,104148,104296,104470,104715,104985,105099,104672,104166,103730,103734,103791,103943,104068,104167,104128,104213,104178,104279,104276,104352,104340,104449,104657,104951,105240,105503,105646,105735,105707,105744,105772,105895,106079,106287,106538,106792,107073,107437,107611,107796,107711,107865,107979,108506,109070,109734,110301,110820,111303,111646,111846,111998,112093,112260,112513,112903,113413,113885,114485,115032,115660,116169,116796,117251,117576,117818,118335,119000,119696,120285,120952,121699,122617,123268,123752,124009,124720,125383,126045,126501,127232,127971,128533,128902,129176,129551,129809,130160,130312,130800,131142,131588,131831,132144,132420,132368,132066,131904,131673,131623,131337,131001,130764,130874,131005,131034,130856,130997,130987,130974,131156,131518,131788,131675,131681,131775,131914,132107,132230,132340,132197,132103,131911,132013,132053,132132,132141,132008,131921,131579,131340,130956,130521,129729,129016,128166,127472,127072,126882,126843,126520,126376,126088,125712,125228,124815,124541,124215,124084,123869,123622,123283,123083,122679,122063,121623,121544,121814,122057,122599,122989,123432,123541,123938,124082,123920,123550,123065,122798,122335,122024,121692,121460,120977,120790,120788,121223,121480,121604,121127,120608,120251,120517,120632,120789,120785,120812,120396,120009,119609,119177,119847,120545,121620,121790,122105,122324,122574,122881,123597,124384,124939,124952,124635,124403,124218,123759,123215,122985,123401,124043,124497,125012,125654,126638,127392,128348,129025,129612,129779,129988,130474,130932,131698,131894,131990,131940,132235,132484,132709,133327,134050,134812,135261,135786,136016,136359,137030,138071,139264,140489,142247,143832,145713,147345,149455,151341,152940,154695,157049,160159,163017,165489
394679,143,"Hickory, NC",Msa,NC,101694,101916,102091,102515,103027,103778,104501,105078,105506,105904,106493,107093,107950,108484,108957,109285,109627,109931,110131,110507,110680,110774,110719,110832,111028,111300,111631,111806,112050,112277,112476,112689,112770,112917,112904,112900,113072,113248,113456,113438,113411,113400,113571,113830,114124,114279,114397,114543,114629,114695,114691,114934,115109,115327,115410,115772,116227,116659,116949,117299,117899,118691,119410,119959,120478,121006,121586,122078,122578,123104,123630,124099,124529,124848,125302,125857,126604,127216,127786,128602,129232,130041,130433,130977,131248,131675,132199,132804,133171,133541,133732,133970,134196,134296,134375,134556,134745,134968,134962,134977,134991,135043,135116,134834,134455,134097,133847,133517,133114,132848,132620,132179,131389,130352,129417,128604,127777,127024,126391,126161,125989,125863,125608,125420,125996,126519,126837,126347,125876,125342,124810,124036,123272,122548,122126,121776,121527,121169,120637,120169,119823,119611,119237,118653,118385,118316,118573,118621,118489,118199,118077,117932,117885,117834,117870,117903,117958,117998,118102,118338,118503,118489,118444,118497,118697,118740,118922,119057,119270,119511,119732,120060,119983,120234,120393,120713,120976,121112,121406,121444,121672,121911,122143,122410,122645,122867,123031,123251,123555,123943,124337,124899,125439,126081,126602,127097,127577,128057,128681,129229,129875,130442,130994,131464,131869,132377,132864,133469,134030,134590,135076,135674,136401,137246,138036,138843,139541,140365,141176,142157,143046,144023,144957,145881,146687,147462,148292,149171,149961,150697,151421,152215,153014,153795,154542,155399,156324,157247,157864,158330,158863,159592,160062,160834,161103,161841,162364,163425,164315,165306,166654,168309,170065,172046,174678,177450,180261,182977,186044,189128,194103
394697,144,"Huntington, WV",Msa,WV,64941,64979,65098,65319,65655,65887,66101,66342,66646,66968,67461,67971,68494,68850,69146,69381,69435,69552,69821,70003,70190,70266,70451,70196,70112,70110,70559,70801,70939,71048,71125,71326,71501,71908,71971,72059,72049,72396,72764,73030,73192,73268,73400,73512,73766,73964,74286,74496,74952,75336,75761,76011,76297,76587,77929,79606,81728,82951,83788,84412,85141,86223,85198,84066,82575,82859,83085,83019,83141,83181,83630,83997,84322,84383,84486,84450,84650,84838,85119,85379,85538,85690,85729,85815,85840,85884,86043,86178,86297,86231,86215,86282,86360,86465,86516,86654,86790,86907,87066,87103,87098,86961,86883,86773,86263,85688,85080,84932,84953,85049,85160,85071,84966,84684,84435,84172,83721,83297,82888,82750,82682,82692,82825,83003,83158,83207,83209,83211,83191,83060,82888,82663,82628,82593,82761,82867,83065,83167,83269,83379,83319,83339,83295,83348,83297,83330,83531,83671,83769,83918,84156,84368,84371,84327,84186,84171,84179,84335,84433,84569,84705,84842,84999,85146,85414,85633,85878,85990,86085,86180,86315,86580,86817,87023,87179,87297,87614,87796,88199,88418,88655,88792,88922,89208,89422,89636,89815,89994,90215,90453,90692,90908,91026,91166,91340,91687,91993,92321,92589,92836,93129,93416,93754,94000,94165,94388,94680,95098,95456,95737,95966,96283,96758,97189,97615,97920,98341,98652,98941,99212,99489,99764,100003,100234,100525,100790,100980,101165,101373,101761,102147,102587,103011,103432,103802,104204,104645,105084,105153,105177,105200,105258,105279,105215,105349,105213,105155,105094,105317,105746,106751,107792,108600,109068,109468,109918,110350,110906,111471,111967,113631
394576,145,"Eugene, OR",Msa,OR,156287,156406,156663,157083,157743,158000,158269,158346,158523,158739,159194,159720,160081,160148,160038,159812,159902,160159,160767,160994,161235,161376,161516,161974,162431,163003,163200,163342,163505,163650,163961,164309,164826,165548,166548,167467,168179,168577,168977,169487,170226,171298,172374,173440,174442,175826,177835,179604,180814,181421,182163,183042,184495,186354,188925,191270,193428,195138,197085,198792,200402,201569,203383,205915,209269,212527,216100,219816,223737,227961,231929,235598,238015,238966,241355,243989,248389,252003,255925,258989,261329,262987,264095,264315,264055,265013,266902,269014,269700,269928,269971,270481,270608,270163,269138,268391,265370,261429,257651,255783,254342,252469,250853,249229,247087,245376,243948,242131,240674,239474,238064,236126,233429,231599,229647,228235,227472,227446,226366,226181,225476,225788,225095,224084,224433,224751,225818,224695,223229,219919,215642,210537,207016,205497,205832,205814,205685,204242,201523,198271,195910,194346,194816,195142,195805,194841,193479,193965,195285,196434,196964,197661,198306,199015,197124,196304,194913,196835,198973,202381,205562,208487,210019,209366,209174,209313,211816,213823,216777,218648,219915,219762,219213,218940,219225,220030,220196,220647,221154,222259,222211,221886,222519,224010,225365,225838,227017,228644,230513,231656,233331,235566,237173,238608,239083,240056,240615,242324,244488,247383,249595,251611,253532,255726,258309,259703,260658,261144,263380,265599,267489,268700,269878,271763,274254,277199,280508,283812,286145,287246,287448,287910,289302,291268,293377,295428,297642,299776,301511,302903,304545,305764,306356,307620,308342,309910,310737,313357,315079,318173,321373,325481,329847,332250,333107,331091,330572,332011,336321,341295,347945,353510,360391,366126,371907,377948,383673,393013,401169,408812,414361
395033,146,"Rockford, IL",Msa,IL,93979,94203,94364,94825,94680,94621,94465,94843,95285,95703,96222,96751,97218,97602,97826,98073,98285,98589,98943,99381,99822,100316,100693,100950,101129,101374,101598,101969,102375,102899,103330,103785,104267,104750,105337,105815,106260,106595,106970,107405,107831,108293,108777,109318,109959,110509,111046,111407,111872,112366,113094,113756,114430,115011,115633,116208,116826,117316,117940,118402,118965,119331,119710,120245,120911,121579,122182,122749,123510,124224,124921,125509,126115,126711,127276,127808,128365,128897,129459,129986,130575,131109,131634,131936,132283,132483,132682,132806,133223,133673,133992,134119,134234,134381,134210,133804,133456,132917,132776,132483,132094,131508,130770,130454,129872,129223,128333,127654,127191,126432,125709,124554,123907,123305,122743,121975,120850,119862,118852,117666,116508,115269,114385,113791,113542,113169,112434,111732,111053,110311,109544,109101,108949,109192,109059,108831,107757,106961,106290,106068,105413,104770,104060,103624,103080,102326,101747,101347,101095,100954,100734,100540,100243,99928,99535,99185,98989,98997,99061,99197,99384,99560,99873,100340,100713,100722,100474,100093,99218,98133,97328,96981,96374,96017,95809,97553,98675,99754,99631,99621,99418,99225,99700,100522,101710,102417,103134,102622,101970,101273,101485,101731,102194,103173,103893,104499,105067,105841,106431,106465,107161,108013,109086,109593,110565,111199,111939,112212,111884,111624,111562,111944,112515,112894,113380,113885,114547,115856,116075,116069,116097,116816,117593,117805,118030,118112,118087,118049,118539,118905,120272,121373,122638,123103,123003,123127,122930,123115,123169,122915,123422,123453,123915,124330,125218,126040,126139,125877,126434,127558,129119,131106,132545,134428,135816,138366,141282,144412,147298,149804,151481
395070,147,"Savannah, GA",Msa,GA,118631,118945,119221,119789,120343,120887,121426,121980,122578,123270,124172,125155,126262,126919,127581,128055,128712,129220,129586,129804,129953,130114,130458,130907,131421,131914,132347,132702,133236,133779,134496,135091,135803,136525,137173,137684,138189,138628,139155,139495,139936,140332,140864,141581,142444,143491,144378,145305,146135,146950,147668,148477,149561,150869,152293,153937,155672,157262,158467,159719,160720,161745,162592,163824,165170,166510,167743,168798,169943,171204,172428,173594,174755,176057,177473,178878,180147,181284,182057,183247,184346,185851,186835,187921,188735,189634,190218,190784,190888,190767,190297,190327,190299,190385,190057,189865,189735,190030,190361,190484,189877,189103,188241,187005,185612,183973,182593,180718,179269,178215,177778,177139,176489,175585,174670,173460,172606,171861,171419,170745,170163,169877,169936,169835,169408,168880,168534,168074,167302,166324,165357,164267,163087,162099,161172,159920,158470,156973,155736,154623,153980,153428,153044,152275,151717,151185,151218,151370,151390,150885,150490,150390,150723,151081,151467,151863,152326,152856,153290,153799,154398,155253,156039,156848,157408,157932,157850,157779,158531,159561,160726,161137,161753,162672,163602,164282,164810,165113,165473,165709,166073,166586,166985,167392,168026,168974,169943,170724,171166,171627,172236,173074,173713,173943,174129,174821,175769,176735,177176,177411,177206,177118,177261,177862,178605,178812,178676,178521,178844,179422,180406,181578,183049,184175,185458,186678,187514,188299,188860,190029,190690,191334,191563,192296,193018,193935,194836,195834,196592,197354,198282,199034,199663,199966,200817,201305,202274,202752,203239,203554,203939,203859,203730,203441,203867,204184,204944,205818,206733,208004,209679,211633,213562,215583,218229,221480,225171,229068,233438,238153,242863
394332,148,"Ann Arbor, MI",Msa,MI,194611,194974,195448,196360,197887,199526,201287,202943,204828,207024,209187,211333,213240,214933,216293,217506,218670,219834,221078,222384,224186,225698,227151,227990,229094,229909,231029,232088,233370,234630,235791,236847,237800,238758,239630,240579,241816,243015,243851,244489,245177,245769,246563,247439,248580,249590,250387,251203,251946,252834,253761,253836,253851,254219,255231,256393,257155,257544,257849,257698,258116,257295,257378,257444,259081,260210,261246,261876,262441,263028,263226,263339,263460,263762,263937,264114,263801,262817,261293,260234,258804,256973,254472,252194,250890,250449,250483,249745,248094,246702,245121,242640,239599,236041,232569,228352,225221,222946,221278,219392,217602,215818,213658,211093,209106,207089,206202,204887,203354,200694,199074,198704,198678,198077,196795,196264,195748,194465,192129,189623,188667,188471,188769,188510,189342,189620,189727,189582,189378,189983,189400,189418,187854,187215,186522,186279,185851,185546,185473,184770,182817,181481,181386,182714,184042,185074,186474,187533,188297,188440,188977,189168,190205,191343,193910,195623,195584,195378,196331,199854,204116,207466,210396,211927,213778,215572,217434,219566,222425,225560,228267,230404,231179,231789,232040,233619,234850,235511,235601,235791,237141,237345,237441,236481,237967,240207,242755,243742,244073,244699,245396,247222,249872,253462,255153,255508,255146,255149,255296,255756,256284,256995,258208,261177,263843,266146,266756,267986,269401,270523,272199,273154,276160,278394,281390,282174,282535,284219,286381,289494,289718,291129,292238,294539,297689,300364,301828,302294,303761,305937,307839,308199,308828,309372,310013,310205,308827,307243,306240,306699,307157,308047,308340,309641,309739,310851,311308,312896,315028,318149,320984,322378,322864,324624,326795,330696,334849,340084,344840,349038,351613
394927,149,"Ocala, FL",Msa,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112803,113184,113466,114318,115314,116564,118005,119555,121395,123111,124773,126657,128841,131136,133277,135892,138909,141773,144543,147937,152122,156774,160903,164454,167001,169735,173021,177170,180970,183917,186548,188397,189219,190062,190949,192316,192295,191497,190793,189604,187885,185673,183554,181969,180206,179094,177608,175220,171878,170503,169755,169053,166559,163866,161006,158442,156429,154044,150925,147776,145374,143823,142017,139901,137983,136132,134574,132420,130284,128577,127422,126384,125328,124123,123021,121914,120394,119685,118707,117887,116343,114912,113662,112114,110764,109314,107424,105727,104177,103561,102380,101375,100266,99387,98547,98120,97723,97426,97251,97157,97084,96553,96281,96232,97278,98539,99564,100204,100401,100999,101384,102134,102600,103347,104110,105123,105907,106203,106709,107024,107959,108189,108607,108995,110117,110715,111497,112218,113176,113852,114113,114547,114957,115550,116273,116647,117449,118156,118953,119139,119283,119620,120232,120915,121810,122393,122709,123200,123967,125355,126852,128185,129223,130084,131236,132336,133388,134082,135262,136545,137828,138619,139248,140316,141399,142402,143493,144635,145878,146695,147039,147259,147769,148910,150283,151241,152151,152751,153843,154656,155804,157214,158465,159299,159855,160288,160802,161504,162229,163123,163577,164574,165568,165920,166237,167261,168673,170066,170473,171195,172070,173628,175481,177044,178494,180384,182702,186121,189838,194515,198509,203152,207964
394732,150,"Kalamazoo, MI",Msa,MI,124429,124181,124540,125138,126134,126526,126742,126816,127008,127325,127718,128514,129279,129938,130658,131454,132401,133161,133598,133980,134056,134353,134715,135299,135794,135976,136344,136795,137498,138083,138397,138504,137066,135295,133329,132657,132355,132144,132124,132265,132543,132907,133178,133904,134554,135466,136128,136778,137217,137431,137643,137941,138429,139035,139535,139896,140079,140475,141020,141638,142084,142394,142710,142994,143382,143655,143858,143944,144010,144216,144423,144561,144506,143931,143313,142691,142475,142173,141810,141873,142240,142974,143170,143192,142914,142475,141922,141299,140319,139765,138270,138031,137137,137244,136999,137023,137832,136777,136085,134793,135700,136476,136542,135867,134991,134500,134276,134108,133666,133595,133047,132747,131851,131018,130403,130007,129537,128830,127955,127358,126730,126556,125982,125934,125322,125440,124994,124755,123758,123188,122456,122158,120916,119961,119449,118889,118315,118204,118830,119071,118450,118006,117414,116918,116494,116383,116470,116721,117302,117900,118256,118349,118878,119459,120293,120454,120971,121363,121902,122418,123240,124072,124854,125325,126116,126649,127270,128101,128601,129478,130669,132091,132968,132828,132552,132277,132168,132603,133089,133583,133807,134041,134037,134393,135190,136439,137422,137845,138254,138766,139241,139741,140185,140991,141681,142388,143467,144294,145111,145442,145912,146003,146148,146503,147396,148083,149276,150822,152289,153016,153487,154119,154915,155385,156356,157534,159068,160239,161423,162087,163104,163962,165191,166585,167809,168676,169385,170043,170729,171504,172948,174568,175557,175732,175570,175864,176411,176920,177621,178636,179805,180824,181616,182451,182691,183178,184248,186062,188521,191045,193633,195731,197831,198858,201240,203606,207816,211239,214815,218130,220621
394901,151,"Naples, FL",Msa,FL,174126,174173,175097,176511,178339,179628,181072,182488,184116,185419,186884,188199,189915,191576,193447,195262,197138,198878,200687,202671,204761,206855,208741,210454,211997,213472,215051,216627,218230,220001,221766,223473,224939,226437,228373,230320,232331,234223,236434,238713,241222,243344,245518,247298,249059,250969,253016,255145,257644,260692,263884,266730,269144,272016,275620,280153,285831,290971,296588,301594,308366,316068,325407,339018,353348,364408,372801,381544,392033,399659,404578,407158,413077,420431,431175,438838,443887,450261,455849,456721,454669,450760,449700,444737,441031,437350,432396,423561,414164,406037,398464,391045,383456,376758,369766,364600,359139,354426,351014,348051,342998,335743,328086,321973,315223,309607,304718,300267,294868,287931,281266,275627,273174,271157,269397,265208,261916,257671,256216,254634,253818,252517,252229,252856,253080,252863,251294,249432,247549,245697,243501,241637,240496,240782,239240,237272,234476,233404,232770,232144,231267,231095,230550,230336,230420,230434,231162,232109,234032,234264,233943,234175,236144,239789,244485,248167,250198,250170,251289,252113,253045,255084,258453,262670,265710,269004,271405,274390,275838,279961,281374,283776,284331,286328,288271,290885,294408,298066,300856,303824,307847,311151,314187,315935,318335,320568,322751,326129,328598,331286,333108,335804,338918,342104,343596,343093,341149,342237,344271,346852,346620,346945,346498,347015,346255,345060,343979,343606,343783,343446,342722,343220,344527,345337,344984,345457,346424,347640,346658,346167,346567,347430,347718,347001,346355,346440,347986,349395,349692,348591,348310,348793,349079,347564,347136,346650,345791,344638,344478,346145,346007,345609,346526,348477,350607,350992,351852,353572,357517,361433,365970,369488,373370,376957,382222,390889,402476,413874,427551,441232,458330
395107,152,"South Bend, IN",Msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121118,121106,121054,121242,121575,121782,121536,121018,120449,120198,120164,120136,119723,119229,118775,118245,117482,116494,115506,114543,112552,111951,111731,112863,112222,111250,110169,109966,109915,109872,109146,108430,107979,108104,108356,108404,108330,107936,107373,106655,105906,105038,104419,103693,103371,102860,102739,102644,102497,102387,101823,101308,100505,99711,99089,98535,98557,98736,98934,98991,99212,99429,99810,99939,100330,100494,100643,100204,100316,100572,101511,102162,102646,102853,102868,102807,102928,102749,102613,102645,103169,103751,104194,104734,105377,105897,106205,106280,106172,105940,105921,106276,106769,107190,107319,107374,107602,108052,108605,109136,109633,110011,110530,110726,111688,112398,113551,113441,113425,113098,113766,114373,114922,115111,115882,117190,118948,119666,120131,120324,121142,122000,122426,122700,123798,125100,126986,128004,128381,128160,128139,129029,129807,130479,130855,131345,131663,132487,133106,134165,134725,135561,136133,136716,137564,137958,138452,138530,138819,138576,139265,140619,143236,144808,146101,146589,147258,148468,150174,151894,153874,156282,158162,159696,160663,163698,166740,170193,173166,176072
395109,153,"Spartanburg, SC",Msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108260,108110,108091,108156,108371,108789,109145,109555,109696,109640,109425,109297,109308,109155,109031,109227,109515,109866,109905,110133,110341,110583,110805,111011,111260,111551,111835,112240,113175,113587,113894,113295,113160,113399,113889,114373,114509,114904,115493,116130,116702,117304,117639,117926,118105,118468,118836,118964,118936,118805,118811,118872,119064,119294,119651,119893,119925,119782,119588,119604,120099,120736,121423,121604,121596,121082,120774,120295,120146,119561,118819,117917,116768,116104,115398,115199,115245,115663,116145,116576,116969,117377,117820,118764,118995,118951,118475,118595,118550,118255,117961,117602,117047,116114,114702,113088,112072,111639,111644,111228,110964,110755,110617,110289,109916,110093,110628,111232,111303,111289,111157,111161,110655,111180,111910,113336,113729,113976,113384,113122,113195,113750,114150,114192,114545,114773,115140,115033,115167,115106,115365,115260,115222,114937,115035,115342,115910,116239,116120,116178,116281,116672,116859,117075,117478,117898,118151,118448,118363,118440,118082,118288,118642,119444,119817,119972,119968,120353,120936,121820,122720,123996,125296,126680,127753,128810,129277,129956,130478,131332,131810,132231,133005,133674,134342,134600,135355,135962,137198,138303,139755,140811,141968,143045,143964,144635,145314,145848,146480,147163,148357,149531,150319,150881,151349,152050,152673,153104,153651,154269,155132,155780,156522,157302,158365,159301,160528,161648,162731,163590,164630,166149,167736,169307,170940,172989,175183,177993,180684,183960,186964,190705,194708
